BVF.DL,musp.DL,B.DL,Mel.DL,O2.DL,BVF.true,musp.true,B.true,Mel.true,O2.true
2.5666,19.41471618,2.0121,0.78565,74.772,2.7778,21.111,2.3667,0.88889,64.444
2.3059,27.69394345,1.8687,0.01501,82.868,2.3333,27.778,2.2333,0,82.222
3.2026,14.91947107,2.3588,1.5006,73.668,3.2222,14.444,2.5,1.5556,64.444
0.94348,15.6686943,2.1445,1.8501,81.88,1,16.667,2.3667,2,68.889
0.96247,19.71933132,1.8049,0.21024,78.529,1,18.889,1.3,0.22222,77.778
4.5229,9.250976741,1.8565,1.7641,94.117,5,10,1.9667,1.7778,100
4.7125,8.260053376,1.5615,-0.10331,85.828,5,10,1.7,0,77.778
2.1993,19.32750615,2.2199,0.86788,81.756,1.8889,14.444,1.7,0.66667,95.556
2.3837,26.02469235,1.4839,0.21374,69.009,2.3333,25.556,1.4333,0.22222,68.889
1.9115,29.63419401,2.1206,-0.02949,101.48,1.8889,30,1.7,0,100
1.8108,18.26431363,2.0371,1.1066,91.748,1.8889,18.889,2.1,1.1111,91.111
3.7199,20.9944938,1.4329,1.7344,70.739,3.6667,21.111,1.4333,1.7778,68.889
2.7858,23.75458376,1.7384,0.20355,58.335,2.7778,23.333,1.5667,0.22222,60
2.7483,26.55434342,1.8754,1.5014,66.915,2.7778,27.778,2.1,1.5556,60
4.9304,15.40282311,1.5331,0.99483,97.472,5,16.667,1.7,1.1111,91.111
2.3576,23.65400048,1.9306,0.2093,70.83,2.3333,23.333,2.1,0.22222,73.333
4.7196,16.38686297,1.8414,-0.011884,69.236,4.5556,16.667,1.7,0,68.889
1.817,17.42113302,1.9365,0.94951,85.311,1.8889,16.667,1.8333,0.88889,91.111
2.8229,21.26452511,1.8158,0.44801,61.266,2.7778,21.111,1.8333,0.44444,64.444
2.8666,26.43183988,2.0971,0.46737,98.018,2.7778,25.556,1.8333,0.44444,100
3.1673,25.34486448,1.6449,0.20612,87.091,3.2222,25.556,1.7,0.22222,86.667
4.6793,7.874404203,2.1113,0.18873,65.204,4.5556,10,1.9667,0.22222,68.889
2.2871,27.30381222,1.3481,1.9124,74.136,2.3333,30,1.3,2,82.222
4.7731,15.93660086,1.6846,1.8811,78.681,5,16.667,1.7,2,77.778
2.0221,13.67085731,2.0312,1.7614,85.13,1.8889,12.222,1.8333,1.5556,95.556
2.5722,17.28210897,1.6709,0.79274,50.143,2.3333,14.444,1.4333,0.66667,60
1.41,18.10513033,1.6891,1.8856,74.168,1.4444,18.889,1.8333,2,73.333
2.6378,10.55503953,2.0818,0.1924,84.836,2.7778,12.222,2.2333,0.22222,86.667
2.4528,16.75478681,2.3204,-0.040094,68.297,2.3333,16.667,2.5,0,64.444
1.7194,15.89804703,2.3063,0.49608,95.478,1.4444,14.444,1.8333,0.44444,95.556
2.822,14.00987881,2.4625,1.1495,106.9,2.7778,14.444,2.3667,1.1111,100
3.2963,21.24757281,2.0616,0.70217,80.271,3.2222,18.889,2.1,0.66667,86.667
1.2614,22.77997112,1.9554,0.98719,86.637,1.4444,25.556,2.3667,1.1111,82.222
4.0577,27.37215361,2.6126,1.8409,104.01,4.1111,27.778,2.5,1.7778,100
1.4512,10.5171177,2.4482,1.3472,94.253,1.4444,10,1.9667,1.1111,100
2.6359,21.64722646,1.9849,1.7496,96.754,2.3333,18.889,1.7,1.5556,100
2.734,21.06008221,1.9966,0.5565,95.599,2.3333,16.667,1.4333,0.44444,100
0.91565,21.27484634,1.7162,1.6718,79.321,1,18.889,1.5667,1.5556,82.222
2.5028,11.19088264,2.2068,1.5432,83.408,2.3333,10,1.9667,1.3333,91.111
5.2848,10.14116224,1.5477,0.30097,70.548,4.5556,10,1.3,0.22222,73.333
2.0721,15.76305959,1.9849,0.93258,76.652,2.3333,18.889,2.5,1.1111,64.444
3.0914,20.93913948,2.2523,0.19932,69.62,3.2222,21.111,2.5,0.22222,68.889
4.9782,21.01604617,2.2965,0.23097,97.931,5,21.111,2.2333,0.22222,100
1.5016,13.32237812,2.3541,1.8481,86.854,1.4444,14.444,2.5,2,82.222
4.7234,26.65774989,1.4241,0.62707,80.137,5,30,1.4333,0.66667,77.778
0.92177,23.28807804,1.8828,1.2351,83.995,1,21.111,1.5667,1.1111,91.111
3.3959,12.29869469,1.7846,0.060085,72.363,3.2222,12.222,1.4333,0,68.889
1.9669,18.95412516,1.426,1.5134,81.07,1.8889,16.667,1.3,1.3333,86.667
4.4945,19.30503691,1.909,1.5246,91.563,4.5556,18.889,1.9667,1.5556,91.111
2.3478,28.59943419,1.5385,1.7417,64.643,2.3333,30,1.5667,1.7778,64.444
4.5627,23.02436458,2.0027,0.65043,69.554,5,25.556,2.1,0.66667,64.444
4.2307,9.525850718,2.0424,1.1618,84.534,4.1111,10,1.9667,1.1111,82.222
0.96507,26.78560183,2.0115,0.66039,87.405,1,27.778,2.2333,0.66667,86.667
2.7021,20.59085795,1.9612,0.20835,89.974,2.7778,21.111,2.1,0.22222,91.111
1.9076,28.21886383,1.8688,0.6695,92.586,1.8889,27.778,1.8333,0.66667,91.111
1.4567,21.50163933,2.0341,0.44181,93.649,1.4444,21.111,1.8333,0.44444,95.556
3.7196,19.40283362,1.5682,0.041292,72.693,3.6667,18.889,1.4333,0,73.333
1.1194,28.79943219,1.8659,1.5442,68.209,1,30,1.8333,1.5556,60
4.4916,17.93461457,1.9947,0.69901,83.185,4.5556,16.667,2.1,0.66667,86.667
4.0977,28.39157698,2.1236,0.25142,64.37,4.1111,27.778,2.1,0.22222,64.444
5.1539,17.97846482,1.5847,1.3883,103.39,5,16.667,1.5667,1.3333,100
4.5397,26.06638761,2.033,1.0794,78.137,5,27.778,2.2333,1.1111,73.333
2.5224,18.04785659,2.016,0.94777,75.936,2.7778,21.111,2.5,1.1111,64.444
4.2608,25.75145091,2.6424,0.23535,101.04,4.1111,25.556,2.5,0.22222,100
2.8416,18.99882609,1.5613,0.031851,74.921,2.7778,18.889,1.4333,0,73.333
1.4561,20.87985203,1.8794,-0.0018588,81.469,1.4444,21.111,1.7,0,82.222
3.2046,28.8596242,1.5314,1.0423,78.7,3.2222,30,1.5667,1.1111,77.778
2.8181,18.71735315,1.9606,1.906,71.918,2.7778,18.889,2.1,2,68.889
3.8073,11.84204369,1.5937,1.1312,84.502,3.6667,12.222,1.5667,1.1111,82.222
2.9241,9.202680021,2.228,0.19217,62.905,2.7778,10,1.8333,0.22222,60
4.6154,23.64727657,2.2606,1.802,73.295,5,23.333,2.3667,1.7778,68.889
2.0152,21.90304465,1.7774,0.76222,76.616,2.3333,25.556,2.2333,0.88889,68.889
3.2689,28.35252397,1.4006,0.8751,83.802,3.2222,27.778,1.3,0.88889,82.222
4.5994,17.91845203,1.8577,1.3624,77.904,4.5556,16.667,1.9667,1.3333,77.778
4.5911,14.96508007,1.6381,0.26457,69.076,4.1111,14.444,1.3,0.22222,68.889
3.8097,22.00980706,1.2894,1.5722,69.549,3.6667,21.111,1.3,1.5556,68.889
4.2381,19.73949447,2.1475,0.4602,89.891,4.1111,18.889,2.2333,0.44444,91.111
2.4943,11.39911696,1.7913,1.8836,81.582,2.3333,12.222,1.8333,2,86.667
1.1887,16.08329666,1.8801,1.2251,69.977,1.4444,16.667,2.2333,1.3333,60
2.3983,28.12783806,1.3883,0.43466,63.9,2.3333,27.778,1.3,0.44444,64.444
1.6554,26.06075183,1.8847,1.8273,89.274,1.4444,25.556,1.5667,1.7778,100
3.8769,19.2242445,1.4311,1.9791,86.729,3.6667,18.889,1.3,2,91.111
2.8776,27.12542608,1.9309,1.7784,86.955,2.7778,27.778,1.8333,1.7778,91.111
4.3567,20.79749775,2.0472,1.9307,68.846,4.5556,21.111,2.1,2,64.444
2.2476,17.54928734,1.9651,1.817,73.887,2.3333,18.889,2.2333,2,68.889
2.0104,13.86540334,2.1299,1.5636,88.84,1.8889,12.222,1.8333,1.3333,95.556
4.7516,8.65248338,1.6658,-0.08322,82.804,5,10,1.7,0,73.333
2.6814,20.40109091,1.5868,0.20732,76.696,2.7778,21.111,1.7,0.22222,77.778
4.4204,16.29865632,1.7819,0.50428,74.098,4.1111,14.444,1.7,0.44444,82.222
3.0674,21.03725903,2.1652,1.474,67.997,3.2222,21.111,2.5,1.5556,60
4.5828,25.9111256,1.7003,0.44391,91.081,4.5556,25.556,1.7,0.44444,91.111
3.8079,16.65799057,1.9474,0.77356,79.864,4.1111,18.889,2.2333,0.88889,73.333
0.9388,12.60399597,2.0837,0.23448,87.777,1,12.222,1.7,0.22222,86.667
1.4579,11.48594489,2.0301,0.23398,86.515,1.4444,12.222,1.8333,0.22222,82.222
3.9531,21.66875952,2.3072,1.3165,77.641,4.1111,21.111,2.5,1.3333,73.333
3.0632,23.52347449,2.075,0.61935,78.21,3.2222,25.556,2.3667,0.66667,73.333
5.2115,15.44577431,2.4677,-0.0034471,56.423,5,16.667,2.2333,0,60
1.143,18.69867388,1.5932,0.90105,61.746,1.4444,18.889,1.7,0.88889,64.444
2.3461,27.69161188,1.529,-0.040558,76.475,2.3333,27.778,1.4333,0,77.778
3.6943,10.3873692,2.1961,1.809,87.247,3.6667,10,2.2333,1.7778,91.111
3.7144,23.59259803,1.85,1.0928,92.221,3.6667,23.333,1.8333,1.1111,91.111
1.9643,28.83362951,1.4835,0.24642,65.309,1.8889,27.778,1.3,0.22222,64.444
3.3943,22.58858592,1.7008,0.47319,60.261,3.2222,21.111,1.5667,0.44444,64.444
1.604,14.09735613,2.0786,0.48821,58.197,1.4444,14.444,1.8333,0.44444,60
4.2778,28.62121287,2.1632,1.1007,93.716,4.5556,30,2.2333,1.1111,91.111
1.0204,25.55573745,1.9506,1.2495,72.97,1,27.778,2.2333,1.3333,60
4.1561,24.04130637,1.296,1.5602,77.361,4.1111,23.333,1.3,1.5556,77.778
1.7016,14.26082425,1.2685,1.1602,65.523,1.8889,14.444,1.3,1.1111,68.889
3.6005,13.66623958,2.0723,1.8104,76.047,3.6667,14.444,2.2333,2,73.333
4.4982,30.33037204,1.6787,1.3559,84.487,4.5556,30,1.5667,1.3333,86.667
3.5234,12.85821653,1.442,1.6794,67.953,3.2222,12.222,1.3,1.5556,60
2.8506,20.22188864,1.9771,1.3573,70.312,2.7778,18.889,2.1,1.3333,64.444
4.4966,22.55175671,2.0573,0.62947,75.744,5,25.556,2.3667,0.66667,73.333
2.1594,12.11983436,1.9535,0.79181,82.685,2.3333,14.444,2.1,0.88889,82.222
2.4977,10.0827667,2.0688,1.7934,74.5,2.3333,10,2.1,1.7778,68.889
3.5554,13.76633371,1.9629,0.7108,46.713,2.7778,10,1.3,0.44444,64.444
3.2587,11.46986864,2.0067,1.4778,72.373,3.2222,12.222,2.1,1.5556,64.444
0.87096,22.36990885,1.7909,1.3679,68.65,1,21.111,1.8333,1.3333,60
4.3234,9.702929638,1.8481,0.95568,74.903,4.1111,10,1.7,0.88889,73.333
3.4635,23.87519607,1.4773,0.96083,89.381,3.2222,21.111,1.3,0.88889,95.556
3.6267,26.94621355,1.3554,1.7457,80.455,3.6667,27.778,1.3,1.7778,86.667
4.9501,8.127217589,1.6072,0.16163,75.613,4.5556,10,1.5667,0.22222,77.778
2.7315,29.83922197,2.4291,0.45749,96.557,2.7778,30,2.5,0.44444,95.556
3.8936,8.555528079,2.2394,0.10289,100.23,4.1111,10,2.3667,0.22222,95.556
3.7234,10.08411341,1.6248,1.8208,75.174,3.6667,10,1.5667,1.7778,77.778
2.0327,25.75596279,2.1387,0.69166,94.106,1.8889,23.333,1.9667,0.66667,95.556
4.4882,18.91607281,1.9326,0.78139,83.919,5,21.111,2.2333,0.88889,77.778
4.0498,14.34120358,1.7173,-0.026647,82.383,4.1111,14.444,1.8333,0,82.222
3.045,14.66654548,1.4725,1.9451,68.812,2.7778,14.444,1.4333,2,64.444
4.1089,10.73933046,2.0454,1.7143,70.923,4.1111,10,1.9667,1.5556,60
3.6511,17.65161214,2.1823,1.3249,77.492,3.6667,16.667,2.3667,1.3333,73.333
2.2388,23.1199384,2.0805,0.44624,86.29,2.3333,23.333,2.3667,0.44444,86.667
3.2506,29.81222153,1.6981,0.19369,96.919,3.2222,30,1.4333,0.22222,95.556
5.1516,23.21299486,1.3313,1.422,70.336,5,21.111,1.3,1.3333,68.889
3.9413,10.81398798,2.2581,0.69138,64.497,4.1111,12.222,2.3667,0.88889,60
3.0408,27.24301515,2.2442,1.904,68.452,3.2222,30,2.5,2,60
2.1155,16.33553418,2.0754,0.98109,86.188,2.3333,18.889,2.5,1.1111,77.778
1.0689,29.25821118,2.1104,0.67279,99.771,1,30,2.1,0.66667,100
3.7965,19.52277308,1.4474,0.89021,88.903,3.6667,18.889,1.4333,0.88889,91.111
3.6143,13.5352835,2.0748,0.20175,78.96,3.6667,14.444,2.2333,0.22222,77.778
4.4541,16.51108427,2.1844,0.1956,92.169,4.5556,16.667,2.5,0.22222,91.111
3.6414,21.09800824,1.9346,1.7488,89.866,3.6667,21.111,1.9667,1.7778,91.111
2.1239,16.96630365,1.6083,2.0659,90.868,1.8889,16.667,1.4333,2,100
3.3185,28.82946987,1.7102,2.0149,90.357,3.2222,30,1.4333,2,100
4.6577,24.9705994,2.2523,0.0053434,60.181,4.5556,25.556,2.1,0,60
3.1708,24.44491349,2.0875,1.9484,89.207,3.2222,25.556,2.1,2,91.111
2.0735,17.5134072,1.7452,1.6225,87.242,1.8889,14.444,1.4333,1.3333,95.556
4.0025,25.92767075,2.4276,1.6012,94.081,4.1111,25.556,2.5,1.5556,91.111
0.98503,23.94845766,1.7997,0.21334,69.676,1,23.333,1.4333,0.22222,73.333
1.4671,27.42391602,1.8243,0.016334,95.15,1.4444,27.778,2.2333,0,95.556
1.0456,23.20806678,2.1901,1.0742,97.49,1,23.333,2.3667,1.1111,100
4.2231,19.43257899,2.0819,0.20507,56.868,4.1111,18.889,1.9667,0.22222,60
4.1832,17.0674941,1.5293,1.9724,68.032,4.1111,16.667,1.4333,2,64.444
5.0929,16.53538752,2.0245,0.52297,96.337,5,14.444,2.1,0.44444,100
1.7847,14.00529258,1.5743,1.1959,86.169,1.8889,14.444,1.4333,1.1111,86.667
4.758,15.6622025,2.0069,0.98345,100.81,5,16.667,2.2333,1.1111,95.556
2.8305,25.23155903,1.7219,1.7671,80.635,2.7778,25.556,1.7,1.7778,82.222
4.0071,23.2210458,2.1031,-0.0068407,87.497,4.1111,23.333,2.3667,0,86.667
3.8,30.99056612,2.4622,1.6492,91.413,3.6667,30,2.3667,1.5556,91.111
1.8064,29.547955,1.9306,1.6681,87.399,1.4444,27.778,1.4333,1.5556,100
3.3959,8.008350028,2.464,0.07841,69.591,3.6667,10,2.5,0.22222,64.444
1.9234,21.39322947,2.2661,-0.00453,99.36,1.8889,21.111,2.1,0,100
0.99988,26.35496065,1.8355,1.8663,74.578,1,27.778,1.8333,2,73.333
2.1606,21.08514437,1.8329,0.99221,70.519,2.3333,23.333,2.2333,1.1111,60
1.3914,24.4923827,1.7131,1.2983,66.544,1.4444,25.556,1.8333,1.3333,60
4.4151,13.58302057,1.8987,1.2495,65.434,4.1111,12.222,1.7,1.1111,60
1.4812,20.97078095,1.7692,-0.0094465,76.068,1.4444,21.111,1.3,0,77.778
2.9755,28.60396066,1.8654,1.8595,92.094,2.7778,27.778,1.5667,1.7778,100
4.2829,22.60828418,1.6702,1.6008,96.852,4.1111,21.111,1.5667,1.5556,100
5.0067,23.88089878,1.5287,-0.022627,79.289,5,23.333,1.5667,0,77.778
1.4431,24.88735653,2.0493,1.1752,95.088,1.4444,23.333,1.8333,1.1111,100
3.8549,20.96227199,1.6644,1.4006,72.992,3.6667,18.889,1.7,1.3333,73.333
2.6496,21.12979666,2.3093,0.85533,97.4,2.7778,21.111,2.5,0.88889,95.556
2.612,25.04726006,2.2663,1.6436,93.88,2.3333,23.333,2.1,1.5556,95.556
3.4471,11.45564481,1.9132,0.28311,94.086,3.2222,12.222,1.7,0.22222,95.556
1.3634,10.75397485,2.154,-0.076757,75.765,1.4444,12.222,2.5,0,73.333
1.1558,29.20921351,1.9307,1.3346,71.552,1,30,1.9667,1.3333,60
4.0893,30.14393583,2.3549,0.0070395,58.849,4.1111,30,2.3667,0,60
3.331,16.55163221,1.7924,1.9097,73.951,3.2222,16.667,1.8333,2,73.333
2.7465,10.80131311,1.9594,0.33704,86.263,2.3333,10,1.3,0.22222,86.667
1.1362,28.18938588,1.9668,1.3647,81.865,1,27.778,1.8333,1.3333,82.222
2.2782,23.25563034,1.7946,-0.023228,77.219,2.3333,23.333,1.8333,0,77.778
2.8462,19.33094743,2.4158,1.7636,91.618,2.7778,18.889,2.5,1.7778,91.111
0.84202,15.74633896,1.7774,1.8779,75.231,1,16.667,1.9667,2,64.444
4.4972,11.54498124,2.0579,2.1091,71.105,5,10,1.9667,2,60
4.6828,23.63233184,2.1657,1.3286,83.407,5,23.333,2.3667,1.3333,82.222
1.4433,23.40783134,1.8931,0.2164,95.426,1.4444,23.333,1.4333,0.22222,95.556
4.259,25.32782657,1.9178,0.7151,83.755,4.1111,23.333,1.8333,0.66667,86.667
2.3793,16.47163837,2.4609,0.43427,100.47,2.3333,16.667,2.5,0.44444,100
2.8019,27.23755338,1.659,-0.0083069,63.89,2.7778,27.778,1.3,0,64.444
2.7628,25.65956171,2.3301,0.01573,65.122,2.7778,25.556,2.3667,0,64.444
1.9987,23.95612084,1.8775,0.7508,89.072,2.3333,30,2.5,0.88889,77.778
2.9733,28.7407134,2.0774,2.0061,89.442,2.7778,30,1.8333,2,95.556
4.3381,22.73167133,1.794,1.7196,85.597,4.5556,23.333,1.8333,1.7778,86.667
2.0993,23.35071624,1.6921,0.80302,78.162,2.3333,25.556,1.9667,0.88889,73.333
1.9401,27.97901288,2.159,0.029476,63.263,1.8889,27.778,2.5,0,60
2.2877,10.92951432,2.2804,2.0364,85.857,1.8889,10,2.2333,2,95.556
1.0346,11.3102513,1.5772,0.86474,56.582,1.4444,12.222,1.5667,0.88889,60
1.393,17.28225254,2.07,0.62457,66.231,1.4444,18.889,2.3667,0.66667,68.889
2.349,25.69332851,2.1272,1.9079,84.651,2.3333,27.778,2.2333,2,86.667
3.8859,14.93779533,1.9983,1.8223,98.053,3.6667,14.444,1.8333,1.7778,100
0.85513,20.25690883,2.1384,0.44879,88.847,1,21.111,2.5,0.44444,91.111
2.9056,19.82484365,1.7547,0.47181,67.817,2.7778,18.889,1.7,0.44444,73.333
2.7428,20.08431832,1.8308,1.8624,75.787,2.7778,21.111,1.9667,2,77.778
1.3156,24.08317826,1.3661,1.1939,64.076,1.4444,23.333,1.3,1.1111,64.444
4.6968,10.67691133,1.7559,1.7483,77.208,5,10,1.7,1.5556,73.333
1.817,21.45025178,2.0693,0.96975,74.73,1.4444,14.444,1.3,0.66667,91.111
3.3491,26.00383016,1.3603,1.1083,75.522,3.2222,25.556,1.3,1.1111,73.333
1.8718,23.74719574,2.0957,1.846,76.234,1.8889,25.556,2.3667,2,68.889
1.2434,27.69245816,2.2365,1.331,93.222,1,27.778,2.2333,1.3333,95.556
3.674,25.80845843,2.1401,0.42414,90.804,3.6667,25.556,2.2333,0.44444,91.111
3.832,9.877722398,2.0676,1.9289,86.804,4.1111,10,2.2333,2,95.556
1.2069,28.94437582,2.0735,1.3166,81.903,1,30,2.1,1.3333,77.778
1.0797,22.64238324,2.1558,1.5863,88.675,1,21.111,2.1,1.5556,91.111
3.0708,15.47269615,2.203,1.0015,75.704,3.2222,16.667,2.5,1.1111,64.444
4.4767,30.72533751,2.2907,1.399,88.015,4.5556,30,2.2333,1.3333,86.667
2.0543,22.34755921,2.1069,1.3815,86.27,1.8889,21.111,2.1,1.3333,86.667
1.5251,21.14744372,1.6313,1.9785,80.213,1.4444,21.111,1.5667,2,91.111
1.8606,16.99258293,2.0262,-0.014611,93.832,1.8889,16.667,2.2333,0,91.111
4.8615,18.95426444,1.6141,1.7788,66.257,5,18.889,1.5667,1.7778,60
4.6778,26.44736296,1.7617,1.7665,78.056,5,27.778,1.7,1.7778,77.778
2.7514,11.43784059,2.0553,0.87665,87.715,2.7778,12.222,1.9667,0.88889,91.111
1.969,13.73726338,1.494,1.5712,77.407,1.8889,12.222,1.3,1.3333,86.667
4.1055,19.19869626,2.5132,-0.0052231,101.88,4.1111,18.889,2.5,0,100
5.0092,28.56948896,1.7459,0.0031145,77.876,5,27.778,1.8333,0,77.778
2.7942,14.14827648,1.6162,0.032179,84.339,2.7778,14.444,1.4333,0,82.222
4.4159,18.89749493,1.4682,1.4501,79.152,4.1111,16.667,1.4333,1.3333,77.778
2.9929,23.36888597,2.0948,0.78801,90.748,3.2222,25.556,2.3667,0.88889,86.667
4.5324,28.16000437,2.2465,-0.0014291,73.832,4.5556,27.778,2.5,0,73.333
1.2996,20.60089307,1.365,1.4174,60.399,1.4444,18.889,1.4333,1.3333,60
4.5515,24.41044811,1.528,1.3424,74.153,4.5556,23.333,1.5667,1.3333,77.778
1.3598,14.98736322,2.1434,0.59269,72.018,1.4444,16.667,2.5,0.66667,77.778
5.3558,12.15705778,1.3224,0.68567,78.481,5,12.222,1.4333,0.66667,82.222
1.6588,9.722972774,2.1161,1.9059,80.686,1.4444,10,2.2333,2,86.667
3.8626,9.27579172,1.6745,1.192,73.02,3.6667,10,1.5667,1.1111,68.889
3.7468,14.5734437,2.1257,0.030162,69.584,3.6667,14.444,1.9667,0,68.889
1.0895,10.1982173,1.9172,0.18792,69.35,1,10,1.7,0.22222,60
2.7939,23.52278994,1.5357,1.7604,75.47,2.7778,23.333,1.5667,1.7778,77.778
2.2673,8.586038748,1.5054,1.1373,63.007,2.3333,10,1.4333,1.1111,60
1.0183,21.91714976,2.0485,1.0024,84.132,1,18.889,1.7,0.88889,95.556
4.2135,25.64239437,2.4347,2.0266,66.219,4.5556,25.556,2.5,2,60
2.0492,22.25635872,1.9318,0.76213,87.171,2.3333,25.556,2.3667,0.88889,82.222
2.9656,14.29234937,1.6087,1.7738,83.859,2.7778,14.444,1.5667,1.7778,86.667
4.0894,14.27110915,1.6049,1.9285,68.149,4.1111,14.444,1.5667,2,60
1.0478,30.63550934,1.6994,0.67808,87,1,30,1.3,0.66667,86.667
1.0391,27.0015816,2.0016,1.0405,94.478,1,27.778,2.1,1.1111,95.556
3.8341,19.5931716,1.7929,0.060852,62.779,3.6667,18.889,1.4333,0,64.444
4.3748,18.38004195,2.2796,1.0552,107.02,4.5556,18.889,2.3667,1.1111,100
2.2672,16.15590967,1.5247,0.88461,69.737,2.3333,16.667,1.5667,0.88889,73.333
1.9215,18.53803757,1.6357,1.9289,73.695,1.8889,18.889,1.7,2,77.778
4.2781,18.05979502,2.2722,1.0392,86.088,4.5556,18.889,2.5,1.1111,77.778
3.1883,27.06031081,1.7155,1.5256,66.319,3.2222,27.778,1.8333,1.5556,64.444
3.1001,14.42779973,2.5936,0.85447,94.064,2.7778,12.222,2.2333,0.66667,100
5.1033,10.83390485,1.5967,0.81753,70.786,4.5556,10,1.4333,0.66667,77.778
4.2216,16.17628571,1.869,0.21991,101.63,4.1111,16.667,1.8333,0.22222,100
3.6182,19.15727627,1.6243,0.51453,74.234,3.2222,16.667,1.4333,0.44444,82.222
3.2398,27.3359331,1.6088,1.3047,65.703,3.2222,27.778,1.7,1.3333,64.444
1.3104,28.1776053,1.3958,1.0994,65.743,1.4444,30,1.4333,1.1111,60
1.9058,25.95739041,1.8365,0.0083945,80.846,1.8889,25.556,1.7,0,82.222
3.2319,17.46233417,2.1845,1.3016,74.287,3.2222,16.667,2.3667,1.3333,68.889
3.1562,13.58226327,2.1819,1.0434,93.65,3.2222,14.444,2.2333,1.1111,86.667
0.76234,12.43385846,1.9686,1.6461,78.001,1,12.222,1.9667,1.5556,73.333
3.6055,10.75040064,2.4158,0.51043,66.632,3.2222,10,2.1,0.44444,77.778
4.6728,23.22698703,1.4611,1.862,87.657,5,25.556,1.4333,2,91.111
3.7295,30.61574884,2.6094,0.20151,100.43,3.6667,30,2.5,0.22222,100
4.6251,26.21977631,1.6849,0.63317,73.43,5,30,1.7,0.66667,68.889
1.0968,17.03391692,2.4172,1.7711,93.574,1,16.667,2.5,1.7778,91.111
0.67894,17.30521895,1.983,1.0002,83.712,1,18.889,2.3667,1.1111,73.333
4.3288,24.55457102,1.9579,1.7298,87.081,4.5556,25.556,1.9667,1.7778,86.667
1.0276,20.54705889,2.2257,1.3684,89.373,1,18.889,2.2333,1.3333,91.111
1.7373,24.60513538,1.9662,0.83192,75.671,1.4444,18.889,1.4333,0.66667,86.667
2.3043,29.7500793,1.5557,0.23356,91.606,2.3333,30,1.4333,0.22222,91.111
2.9454,23.96251915,1.5891,2.028,85.66,2.7778,23.333,1.4333,2,91.111
3.58,9.826389985,1.9748,0.27793,95.52,3.2222,10,1.5667,0.22222,95.556
4.9347,27.87842414,1.5877,1.3146,98.687,5,27.778,1.4333,1.3333,100
3.6309,28.91569621,1.491,1.0509,89.549,3.6667,30,1.4333,1.1111,91.111
4.8638,14.25794349,2.1082,0.22086,90.535,5,14.444,2.3667,0.22222,91.111
2.0574,23.63746152,2.1989,1.5548,87.399,1.8889,23.333,2.2333,1.5556,86.667
1.9054,26.40489832,1.803,0.6715,82.893,1.8889,25.556,1.8333,0.66667,82.222
2.1422,10.54017537,1.5248,1.8629,67.864,1.8889,10,1.4333,1.7778,64.444
0.99337,27.57114336,2.2097,0.46166,97.439,1,27.778,2.5,0.44444,100
0.88655,23.18667267,1.3184,1.9557,72.549,1,23.333,1.3,2,77.778
1.3941,23.68352735,2.2683,0.80468,93.227,1,18.889,1.5667,0.66667,100
3.6382,19.14360804,1.5712,1.7188,60.503,3.6667,18.889,1.7,1.7778,60
3.5485,11.98843038,2.1873,1.4772,73.295,3.6667,12.222,2.3667,1.5556,68.889
3.7222,30.05884461,1.645,1.5879,77.125,3.6667,30,1.5667,1.5556,82.222
3.008,9.971195597,1.5685,1.2542,71.246,2.7778,10,1.3,1.1111,68.889
1.8491,9.526908704,2.2442,1.2071,86.946,1.8889,10,1.9667,1.1111,91.111
2.7061,20.40894763,2.2113,0.42406,64.499,2.7778,21.111,2.5,0.44444,64.444
1.034,25.07210572,1.8746,1.329,88.438,1,21.111,1.3,1.1111,100
3.2931,18.38408679,1.3516,1.071,75.971,3.2222,18.889,1.4333,1.1111,73.333
1.2171,28.45574436,1.882,1.8343,84.466,1,27.778,1.4333,1.7778,100
1.0287,25.8183822,1.9423,0.2406,84.47,1,25.556,1.9667,0.22222,86.667
0.94653,16.91051468,2.0877,0.0052454,79.957,1,16.667,2.2333,0,82.222
3.3836,24.43121291,1.64,0.78935,72.427,3.6667,27.778,1.8333,0.88889,64.444
2.2752,22.44184389,1.5522,1.9017,69.818,2.3333,23.333,1.7,2,68.889
1.5563,30.38894708,1.8836,0.23502,59.116,1.4444,30,1.9667,0.22222,60
3.3817,24.18565973,2.1906,1.6842,66.878,3.6667,25.556,2.5,1.7778,60
4.7304,20.24570758,2.4423,0.012865,58.44,4.5556,21.111,2.2333,0,60
4.0547,27.65130717,1.8874,0.75542,94.964,3.6667,23.333,1.5667,0.66667,100
1.3547,9.222799521,1.9246,0.10484,74.931,1.4444,10,2.2333,0.22222,68.889
2.6243,26.81430078,1.7908,0.77352,83.564,2.3333,21.111,1.4333,0.66667,91.111
2.7379,25.49543539,2.0436,0.43253,81.362,2.7778,25.556,2.2333,0.44444,82.222
1.6317,14.92132118,1.9824,0.80521,81.856,1.8889,16.667,2.2333,0.88889,82.222
4.5645,31.37432345,2.1803,1.4043,98.434,4.5556,30,1.9667,1.3333,100
4.2533,13.63949334,2.175,1.4435,67.276,4.1111,12.222,2.1,1.3333,60
3.6305,25.7748763,1.98,1.3232,78.699,3.6667,25.556,2.1,1.3333,77.778
